,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,138,1.125,145.5181888407092,0.05447962928050143,133.40167023154874
1,90000,138,1.0625,139.2614102048138,0.009140653658071152,137.49600907309002
2,10000,138,1.09375,138.04599684645632,0.00033331048156748366,130.75483504118577
3,70000,138,1.109375,138.44562066486023,0.003229135252610371,132.8253107138043
4,30000,139,1.125,142.72010644969214,0.026763355753180784,136.1512279081254
5,20000,138,1.125,140.32711149375862,0.01686312676636681,134.89119756214964
6,60000,138,1.125,140.93375742790474,0.021259111796411156,136.111387627121
7,50000,138,1.171875,139.02465740023632,0.007425053624900979,129.61300857710972
8,80000,138,1.125,142.48099588015162,0.03247098463877984,130.55086472750057
9,40000,138,1.125,139.714589206135,0.012424559464746299,134.70733557199904
