,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,43,1.1171875,43.12127527033104,0.0028203551239776026,42.80007396477922
1,90000,43,1.125,43.73212486118506,0.017026159562443244,41.06553188184452
2,10000,43,1.0546875,40.22710018429493,-0.0644860422256992,42.94622822856139
3,70000,43,1.09375,43.5195979765827,0.012083673874016432,40.920797339118515
4,30000,43,1.2109375,42.40893487695333,-0.013745700535969019,40.10892603966851
5,20000,43,1.109375,42.87518356351639,-0.0029027078252003014,40.61007952619854
6,60000,43,1.21875,43.076767554496804,0.0017852919650420684,36.54014212916788
7,50000,43,1.125,43.37929257919565,0.008820757655712663,38.86397587950242
8,80000,43,1.1171875,40.52462405509646,-0.05756688243961716,39.95953965592181
9,40000,43,1.125,45.452734776112116,0.057040343630514245,42.02934368135957
