,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,135,1.0546875,134.73339759561148,-0.0019748326251001203,128.75797959775022
1,90000,135,1.0078125,134.51753216199765,-0.0035738358370543954,133.23793613667542
2,10000,135,1.015625,135.12689171821606,0.0009399386534523213,135.5755472596892
3,70000,135,1.015625,134.42244024597403,-0.004278220400192323,133.40655118728316
4,30000,135,1.0390625,133.14133379459886,-0.013767897817786201,132.3356373722412
5,20000,135,1.0546875,135.62114726833175,0.004601090876531488,130.32939691674446
6,60000,135,1.0234375,134.29767807053145,-0.005202384662730042,133.93141167579364
7,50000,135,1.0078125,133.2684956200605,-0.012825958369922286,137.79025210315942
8,80000,135,1.0703125,133.07862884377167,-0.014232378935024714,126.24059653164107
9,40000,136,1.0078125,133.5742074379659,-0.01783671001495668,133.93413793705025
