,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,382,1.0625,382.1762934710433,0.0004615012330977386,372.102055452511
1,90000,381,1.109375,377.18211172650683,-0.010020704129903302,380.1861107048957
2,10000,381,1.0625,382.0558257865178,0.0027711962900729414,373.8606343785199
3,70000,381,1.0625,383.19797272617427,0.005768957286546694,369.5395902199473
4,30000,381,1.09375,384.44484212437453,0.009041580378935876,368.6941755155999
5,20000,381,1.046875,382.71352424787165,0.0044974389707916895,381.1435413462553
6,60000,381,1.0390625,377.763953937378,-0.008493559219480251,380.66580016414554
7,50000,381,1.09375,389.2424188205555,0.02163364519830835,379.217632099103
8,80000,381,1.0546875,380.68108541376563,-0.0008370461580954336,378.31837776753787
9,40000,381,1.0625,385.78970271835885,0.012571398210915685,371.9543754857146
