,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,369,1.25,380.05368862293096,0.029955795726100076,363.7627496814203
1,90000,369,1.25,378.6557776281708,0.026167419046533302,357.4569020466709
2,10000,369,1.25,382.43701886099245,0.03641468526014213,363.35991166616094
3,70000,369,1.2421875,363.07376551021196,-0.01606025606988626,360.6644356074898
4,30000,369,1.25,382.89284831633637,0.037649995437226025,354.8665471082596
5,20000,369,1.25,372.07579834822064,0.008335496878646653,348.3080325004911
6,60000,370,1.25,375.80005254406905,0.015675817686673144,340.44504488484426
7,50000,369,1.25,378.7306572741171,0.02637034491630663,356.8176009226735
8,80000,369,1.2421875,353.6586570572268,-0.0415754551294667,356.2228756548336
9,40000,369,1.25,374.12810180907957,0.013897294875554467,351.22148094987045
