,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,381,1.0,378.0411183424591,-0.007766093589346323,380.53723648273944
1,90000,381,0.934375,381.5864001195193,0.0015391079252473627,374.4696378373238
2,10000,381,0.934375,385.1922188001724,0.01100319895058366,377.3048729074818
3,70000,381,0.92578125,381.4767807259316,0.0012513929814477187,387.1943344041423
4,30000,381,1.0,380.8472919863897,-0.000400808434672717,370.77642491005344
5,20000,381,1.015625,379.92259042718206,-0.0028278466478161013,380.7686534599468
6,60000,381,0.92578125,376.6256409439147,-0.011481257365053343,385.5986406856119
7,50000,381,0.9515625,379.14065841586574,-0.00488016163814764,382.61976410142637
8,80000,381,0.934375,384.11423153146103,0.008173836040580085,384.7995019623599
9,40000,381,1.0078125,381.0632762436966,0.00016607937978108112,378.77978100127746
