,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,55,0.9429687499999999,56.18356475515807,0.021519359184692277,57.592178484692845
1,90000,55,0.96015625,54.941107176799356,-0.001070778603648015,55.221623406002564
2,10000,55,0.96015625,54.893558764849764,-0.0019352951845497124,53.32162565779303
3,70000,55,0.96015625,53.81458869802495,-0.02155293276318271,52.094487689412276
4,30000,55,1.0,54.21307425328198,-0.014307740849418549,54.052323847786695
5,20000,55,0.92578125,54.52375896505645,-0.008658927908064551,54.727054114068586
6,60000,55,0.9515625,57.36129727708401,0.04293267776516396,57.76639118440805
7,50000,55,1.0390625,55.329374135883285,0.005988620652423338,49.57545278640936
8,80000,55,1.0,54.777751351976946,-0.004040884509510123,53.63908985394031
9,40000,55,0.94015625,55.226499403295115,0.004118170969002133,55.18639301302402
