,steps,true_nvac,r_best,vac,err,vac_with_best
0,20000,19,1.4990234375,16.76506872207662,-0.11762796199596737,16.159218246269266
1,50000,19,1.25,20.113068850422135,0.0585825710748491,19.314160050136987
2,70000,19,1.4990234375,16.91806907481013,-0.10957531185209834,16.367558178387124
3,90000,19,1.25,18.565394563753497,-0.02287397032876337,17.880903188488436
4,60000,19,1.4990234375,17.906997624684067,-0.0575264408061017,17.22367068251531
5,80000,19,1.4990234375,16.73914434143871,-0.11899240308217318,16.149038380361816
6,10000,19,1.4990234375,16.995869341051343,-0.10548056099729775,16.36157054419419
7,40000,19,1.4990234375,17.417229551042023,-0.08330370783989349,16.788018954099478
8,100000,19,1.4990234375,17.956243440193198,-0.054934555779305394,17.28336179270437
9,30000,19,1.4990234375,17.124640799742423,-0.09870311580303037,16.485467962010468
