,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,87,1.09375,87.47831826129936,0.005497911049417992,87.72358457418153
1,90000,87,1.1953125,85.89510153050114,-0.01269998240803294,81.45018019255912
2,10000,87,1.0859375,88.43790387363315,0.0165276307314155,85.632970355253
3,70000,87,1.01171875,86.47831346454458,-0.005996396959257688,86.55827491943552
4,30000,87,1.1171875,83.65053563112585,-0.03849959044682938,81.53128209936213
5,20000,87,1.109375,88.04361585193148,0.011995584504959522,80.65219912224707
6,60000,87,1.0546875,84.06211798808422,-0.03376875875765262,85.70176919527333
7,50000,87,1.0625,88.65589213024558,0.01903324287638597,80.67323335726304
8,80000,87,1.0625,87.58224444953787,0.006692464937216869,86.89262047749426
9,40000,87,1.0625,88.12601367577649,0.01294268592846537,83.6950967870503
