,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,141,0.7488593750000001,139.45714545593245,-0.010942230808989706,138.8570716803045
1,90000,143,0.7985078125000001,144.40130242722282,0.009799317672886776,141.51888108684022
2,10000,141,0.7389296875000001,139.96288959461913,-0.007355392945963657,141.0984911329122
3,70000,141,0.7587890625000001,142.3725959281197,0.009734722894465975,139.54212682418094
4,30000,141,0.7786484375000001,140.38721975972805,-0.0043459591508648865,138.30831493750213
5,20000,144,0.7587890625000001,144.7823243396935,0.005432807914538262,136.7188033664936
6,60000,143,0.81,141.35944932258988,-0.011472382359511313,141.07362721246332
7,50000,144,0.81,143.77778060115273,-0.0015431902697726763,142.39920064050997
8,80000,141,0.7488593750000001,140.48358787977688,-0.003662497306546997,142.607876084521
9,40000,141,0.7348441406250001,141.38241524823874,0.0027121648811259114,142.6979829388301
