,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,370,0.7587890625000001,365.32012285812084,-0.01264831659967336,368.25573098823077
1,90000,373,0.7587890625000001,371.10434752599866,-0.005082178214480759,369.59562751078477
2,10000,371,0.7885781250000001,372.9784468429718,0.005332740816635484,365.1506042765632
3,70000,369,0.7290000000000001,367.86580711831755,-0.0030736934462939347,364.58735953830427
4,30000,370,0.7587890625000001,365.5654233141128,-0.011985342394289722,362.8354987307373
5,20000,370,0.7587890625000001,369.15227191944587,-0.0022911569744706872,373.441415280245
6,60000,370,0.7488593750000001,369.1127715431986,-0.0023979147481117957,373.11182648949546
7,50000,372,0.7687187500000001,373.4284231058005,0.0038398470586034072,368.1213008135992
8,80000,371,0.7389296875000001,372.5203702748221,0.004098033085773833,381.2599714278717
9,40000,374,0.837890625,370.4732672154447,-0.00942976680362373,360.99490396070456
