,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,19,1.03125,19.589920614736464,0.031048453407182208,17.872224026387965
1,90000,19,1.0546875,18.594539169058596,-0.021340043733758085,19.362574482563186
2,10000,19,1.0546875,18.868928923524766,-0.0068984777092228056,18.425428457373542
3,70000,19,1.0625,19.587458288102702,0.03091885726856325,18.802307006512088
4,30000,19,1.0546875,18.357673796226248,-0.03380664230388175,17.780129002637107
5,20000,19,1.09375,19.786935299879488,0.041417647362078425,19.135513561611855
6,60000,19,1.0390625,19.08271028502387,0.004353172895993351,19.246510373307338
7,50000,19,1.0625,19.30981724049558,0.016306170552399024,19.50971182890651
8,80000,19,1.046875,18.038507306100048,-0.05060487862631324,17.464554800905955
9,40000,19,1.046875,19.62782183098838,0.033043254262546284,19.028193872811546
