,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,19,1.003125,18.89268933131382,-0.005647929930851503,18.476550799787088
1,90000,19,0.94015625,18.753539064404652,-0.012971628189228812,18.50839476290917
2,10000,19,0.9429687499999999,18.771417931839785,-0.012030635166327075,19.21642999487909
3,70000,19,1.015625,18.804467834855625,-0.010291166586546052,16.525138400327673
4,30000,19,0.9429687499999999,19.108544485538783,0.0057128676599358386,16.922397446939005
5,20000,19,1.0,18.832275554958105,-0.008827602370626075,18.04759740683485
6,60000,19,0.8471875,20.51431654499522,0.07970087078922217,18.19883923199576
7,50000,19,0.934375,20.14956668628534,0.060503509804491484,19.054922218418735
8,80000,19,0.9945312500000001,18.48126121990172,-0.027302041057804094,18.60152973109414
9,40000,19,0.92578125,17.62436206251823,-0.07240199670956682,18.89200759369704
