,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,138,1.2421875,132.81670703304854,-0.03756009396341631,131.47100505819725
1,90000,138,1.2421875,135.0088560384868,-0.021674956242849208,136.08860696059554
2,10000,138,1.125,138.3935438873255,0.0028517672994601284,130.03528107415372
3,70000,138,1.125,138.6619420486097,0.004796681511664458,134.94349896599127
4,30000,138,1.2421875,135.0180064380946,-0.021608648999314473,131.72289992363673
5,20000,138,1.125,138.83409055835693,0.006044134480847285,131.37033069578956
6,60000,138,1.2421875,136.60171515370163,-0.010132498886220032,129.36913855118735
7,50000,138,1.1796875,136.69166871100816,-0.009480661514433608,134.33215775315287
8,80000,138,1.2421875,130.90848549803462,-0.051387786246125944,131.23082095016895
9,40000,138,1.2421875,133.13986374945273,-0.03521837862715416,126.87256780952673
