,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,55,1.125,55.27690305351355,0.005034600972973591,50.269937197217025
1,90000,55,1.0625,57.29898459676124,0.04179971994111331,55.53656947683224
2,10000,55,1.125,56.044392177453304,0.01898894868096912,53.929509453775815
3,70000,55,1.0859375,54.867761009731105,-0.0024043452776162377,55.03290099772127
4,30000,55,1.125,56.197567911782336,0.021773962032406002,52.07448882801254
5,20000,55,1.109375,55.9046269283343,0.01644776233335099,56.47136463796261
6,60000,55,1.1171875,54.12221945221677,-0.015959646323331467,52.88125140264671
7,50000,55,1.03125,56.041295170822124,0.018932639469493084,52.283659661891726
8,80000,55,1.0625,56.27605111810664,0.023200929420120753,51.679552461660855
9,40000,55,1.03125,54.867688382279084,-0.002405665776743948,56.123890996644406
