,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,321,1.03125,325.5085914672442,0.014045456284249802,317.93487671528356
1,90000,321,1.0546875,321.6393822116629,0.001991844896146233,317.1508265886437
2,10000,321,1.046875,319.5973326887057,-0.0043696800974900585,308.2292136399904
3,70000,322,1.0234375,319.2748246644553,-0.008463277439579753,318.8720050522114
4,30000,321,1.0546875,316.6293667923724,-0.013615679774540701,322.37093405731144
5,20000,321,0.96015625,319.82960253650936,-0.003646098017104804,324.3083366555503
6,60000,321,1.03125,320.8722995895369,-0.0003978205933429235,318.80920235314426
7,50000,321,1.046875,321.07731217604635,0.00024084790045586502,325.2173362447021
8,80000,321,0.96875,327.85154604392585,0.021344380199145974,321.73491272221077
9,40000,322,1.0234375,318.1709664611577,-0.011891408505721346,323.8209239990941
