,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,321,0.7389296875000001,321.25703459058667,0.0008007308117965461,332.0593023786951
1,90000,325,0.7488593750000001,323.0757026203293,-0.0059209150143713085,328.10302277812104
2,10000,325,0.7587890625000001,323.8989266851112,-0.003387917891965575,327.0287726069941
3,70000,324,0.81,320.2650802651034,-0.011527530045977175,320.5100561041639
4,30000,324,0.7587890625000001,321.2136265601364,-0.008599918024270403,325.5789306583489
5,20000,323,0.7389296875000001,321.3609888592736,-0.005074337896985748,318.1920688679938
6,60000,324,0.7587890625000001,317.8103733388442,-0.019103785991221534,327.0397149888359
7,50000,322,0.7488593750000001,321.5290304889508,-0.0014626382330720222,327.1833533464377
8,80000,325,0.7488593750000001,322.4603957085058,-0.00781416705075133,325.587530528349
9,40000,326,0.819296875,329.8611476189033,0.011844011100930363,317.1211229753196
