,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,141,1.0234375,141.46841566187047,0.0033220968926983563,138.39389476101195
1,90000,141,0.92578125,139.61846444643152,-0.009798124493393456,137.32700102188605
2,10000,141,1.015625,140.2942227242061,-0.005005512594283057,141.37371660096684
3,70000,141,1.0078125,138.70014339005246,-0.01631103978686199,140.13468979036327
4,30000,142,1.03125,141.5258803909491,-0.003338870486273904,141.48546751819325
5,20000,141,1.0390625,138.45203759963323,-0.018070655321750118,135.7918595198295
6,60000,141,1.0390625,138.9848135105774,-0.014292102761862435,143.1491524921677
7,50000,141,1.0078125,140.1030952837829,-0.006361026356149657,137.5003091885254
8,80000,141,1.0546875,141.16374111838903,0.0011612845275816852,136.07639857524617
9,40000,141,1.003125,141.2692022113133,0.0019092355412291262,137.69225797324592
