,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,55,0.9085937500000001,55.04145816755882,0.0007537848647058976,54.717922777889115
1,90000,55,0.9085937500000001,55.266568883010294,0.0048467069638236104,52.20978963063141
2,10000,55,0.934375,55.60456732756794,0.010992133228508116,56.934241763661966
3,70000,55,0.92578125,56.329255949353296,0.02416828998824183,55.30879841403892
4,30000,56,0.92578125,55.5803081363373,-0.0074944975654053225,54.030747087782046
5,20000,55,0.934375,54.842352762369,-0.0028663134114726985,56.11775631498223
6,60000,55,0.92578125,55.28304194138862,0.005146217116156704,53.73723208577952
7,50000,55,0.86578125,55.08332250085343,0.0015149545609713932,55.24333215227203
8,80000,55,0.934375,54.39228741346484,-0.011049319755184639,52.70008291615705
9,40000,55,0.9,52.77227409719732,-0.040504107323685146,52.9777736069216
