,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,87,0.819296875,86.68938668221064,-0.0035702680205673687,88.69145103976747
1,90000,87,0.86578125,86.37410577960199,-0.007194186441356387,84.39822754281371
2,10000,88,0.856484375,86.23411458082603,-0.02006687976334054,87.00046078149755
3,70000,87,0.81,86.49273738147802,-0.005830604810597495,93.58361951048293
4,30000,88,0.9122656250000001,86.68956044227046,-0.0148913586105629,82.40315426513419
5,20000,87,0.837890625,85.47576808825542,-0.017519907031546933,84.54049564961133
6,60000,87,0.9085937500000001,87.56728854937947,0.006520558038844548,87.19832525492984
7,50000,87,0.7985078125000001,87.55861915951574,0.006420909879491399,93.41200771559218
8,80000,87,0.837890625,84.89581201680325,-0.0241860687723765,83.04675550507365
9,40000,87,0.856484375,88.07150586614478,0.012316159380974412,86.87633802799868
