,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,141,1.25,144.50202207853002,0.024837036017943293,135.74065331880914
1,90000,141,1.25,142.0653353278602,0.007555569701136244,130.2704672592704
2,10000,141,1.25,144.7715214979875,0.026748379418350954,135.46015406383282
3,70000,141,1.2421875,134.84241331360528,-0.04367082756308316,135.85504783833946
4,30000,141,1.4296875,142.04588940972425,0.007417655388115341,135.10087899854994
5,20000,141,1.2421875,137.23805735867697,-0.026680444264702396,139.32716127631488
6,60000,141,1.2421875,136.0403366568409,-0.03517491732736944,136.5240356316208
7,50000,141,1.25,142.273594384416,0.009032584286638112,130.93412785951125
8,80000,141,1.328125,141.01007403316316,7.144704371042643e-05,128.15456884581718
9,40000,141,1.2421875,137.63612727539973,-0.02385725336595934,135.66587596470893
