,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,55,0.837890625,56.3487935133907,0.02452351842528544,55.1387263656443
1,90000,55,0.8471875,55.535139298033705,0.009729805418794646,55.09118106236628
2,10000,55,0.884375,57.26242042904209,0.04113491689167437,56.441453827908866
3,70000,55,0.9,54.12900717602973,-0.015836233163095792,55.187168218568665
4,30000,55,0.9085937500000001,52.31593023828332,-0.04880126839484866,53.82113196364607
5,20000,55,0.9,53.79359744135209,-0.021934591975416473,54.08148366619113
6,60000,55,0.837890625,54.355026877880704,-0.011726784038532667,54.02807934778819
7,50000,55,0.8471875,55.19770591608162,0.0035946530196657722,55.27954091373333
8,80000,55,0.9085937500000001,55.542001897389525,0.009854579952536913,50.38280288224739
9,40000,55,0.9,54.423505650645744,-0.010481715442804629,57.14268153914237
