,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,55,1.0546875,55.405366820744625,0.007370305831720492,55.885413320274544
1,90000,55,0.96015625,54.95182401609768,-0.0008759269800421299,55.36375672986153
2,10000,55,1.0234375,54.93051021974598,-0.001263450550073042,52.26597054490755
3,70000,55,1.003125,55.01267469776893,0.00023044905034419472,51.83416460412006
4,30000,55,1.015625,54.7730883765106,-0.00412566588162544,52.63067237359174
5,20000,55,1.1171875,55.26620707419364,0.004840128621702577,52.506895722443005
6,60000,55,1.015625,55.62226880645346,0.011313978299153815,54.214619198191805
7,50000,55,1.0859375,54.28472014615396,-0.013005088251746177,53.30588221714743
8,80000,55,1.078125,54.52592314719042,-0.008619579141992406,53.631388986684684
9,40000,55,0.96015625,54.67188298110091,-0.005965763979983496,55.983352437918924
