,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,177,0.8471875,179.3300749964849,0.013164265516864004,174.98267923899436
1,90000,177,0.884375,179.37693968489504,0.013429037767768603,172.2371598852726
2,10000,177,0.8471875,179.7878457228464,0.01575054080704197,178.78835803259264
3,70000,178,0.8750781249999999,177.09179869856007,-0.005102254502471482,177.2517371033454
4,30000,177,0.884375,177.6059718261208,0.00342356963910051,173.16682233891083
5,20000,177,0.9029687500000001,180.25760714483323,0.018404560140300674,174.15897329729
6,60000,178,0.86578125,181.3368605888352,0.018746407802445075,172.70750577993755
7,50000,177,0.856484375,176.08553896352078,-0.005166446533780955,177.3785029944599
8,80000,177,0.86578125,177.68903367005424,0.0038928455935267614,166.83655850515575
9,40000,177,0.9085937500000001,181.33169427824424,0.02447284902962843,176.2620316111048
