,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,249,1.2421875,243.53391760125078,-0.02195213814758723,240.5114049717466
1,90000,249,1.2421875,250.07117164304972,0.0043018941487940054,241.76139134454928
2,10000,249,1.2421875,248.58090900524388,-0.0016830963644823838,242.38348954809518
3,70000,249,1.2421875,240.84722719346095,-0.03274205946401221,242.57049525855896
4,30000,249,1.21875,252.46524946473397,0.013916664517003907,247.41190179730538
5,20000,249,1.125,249.31696117215358,0.001272936434351779,245.55738726167363
6,60000,249,1.25,259.24928819128854,0.041161799965014234,239.2823121753161
7,50000,249,1.25,255.51964346938644,0.02618330710596961,233.92416429884224
8,80000,249,1.2421875,239.44185354323284,-0.0383861303484625,242.15771678809426
9,40000,250,1.234375,251.32629250948233,0.0053051700379294076,243.8671110180568
