,steps,true_nvac,r_best,vac,err,vac_with_best
0,100000,249,1.25,257.22072457926794,0.03301495814967037,240.50137748161555
1,90000,249,1.25,249.13501313791915,0.0005422214374262158,232.66396077431585
2,10000,249,1.25,250.3932649718036,0.005595441653829747,236.50254347776433
3,70000,249,1.2421875,238.72797072394437,-0.041253129622713436,241.42777299738177
4,30000,250,1.25,258.2811600550655,0.03312464022026207,236.20106088356232
5,20000,249,1.25,254.2313317326928,0.02100936438832446,233.5063871559343
6,60000,249,1.25,258.21383896010855,0.03700336931770498,232.35539678709813
7,50000,249,1.2421875,243.15903546135556,-0.0234576889102186,242.35877534793988
8,80000,249,1.25,256.87129518398586,0.03161162724492317,242.60980087537095
9,40000,250,1.2421875,240.2599878013846,-0.03896004879446158,239.85875201681313
